collection,year,title,references,other_sections,other_symbols,other_parts
usc,1994,1,2,11,0,0
usc,1995,1,2,11,0,0
usc,1996,1,2,11,0,0
usc,1997,1,2,11,0,0
usc,1998,1,2,11,0,0
usc,1999,1,2,11,0,0
usc,2000,1,2,11,0,0
usc,2001,1,2,11,0,0
usc,2002,1,2,11,0,0
usc,2003,1,2,11,0,0
usc,2004,1,4,14,0,0
usc,2005,1,4,14,0,0
usc,2006,1,4,14,0,0
usc,2007,1,4,14,0,0
usc,2008,1,4,14,0,0
usc,2009,1,4,14,0,0
usc,2010,1,4,14,0,0
usc,2011,1,4,14,0,0
usc,2012,1,4,14,0,0
usc,2013,1,4,14,0,0
usc,2014,1,4,14,0,0
usc,2015,1,4,14,0,0
usc,2016,1,4,14,0,0
usc,2017,1,4,14,0,0
usc,2018,1,4,14,0,0
usc,2019,1,4,14,0,0
usc,1994,2,773,183,0,0
usc,1995,2,973,228,0,0
usc,1996,2,962,225,0,0
usc,1997,2,924,208,0,0
usc,1998,2,938,217,0,0
usc,1999,2,942,212,0,0
usc,2000,2,957,224,0,0
usc,2001,2,971,224,0,0
usc,2002,2,1089,275,0,0
usc,2003,2,1097,274,0,0
usc,2004,2,1087,271,0,0
usc,2005,2,1100,277,0,0
usc,2006,2,1100,277,0,0
usc,2007,2,1127,283,0,0
usc,2008,2,1162,283,0,0
usc,2009,2,1160,278,0,0
usc,2010,2,1238,297,0,0
usc,2011,2,1241,297,0,0
usc,2012,2,1243,298,0,0
usc,2013,2,1231,295,0,0
usc,2014,2,1136,286,0,0
usc,2015,2,1137,287,0,0
usc,2016,2,1141,287,0,0
usc,2017,2,1146,288,0,0
usc,2018,2,1213,292,0,0
usc,2019,2,1292,313,0,0
usc,1994,3,46,11,0,0
usc,1995,3,46,11,0,0
usc,1996,3,88,60,0,0
usc,1997,3,88,60,0,0
usc,1998,3,90,62,0,0
usc,1999,3,90,62,0,0
usc,2000,3,90,62,0,0
usc,2001,3,90,62,0,0
usc,2002,3,90,62,0,0
usc,2003,3,90,62,0,0
usc,2004,3,91,62,0,0
usc,2005,3,91,62,0,0
usc,2006,3,91,55,0,0
usc,2007,3,91,55,0,0
usc,2008,3,91,55,0,0
usc,2009,3,91,55,0,0
usc,2010,3,91,55,0,0
usc,2011,3,91,55,0,0
usc,2012,3,91,55,0,0
usc,2013,3,91,55,0,0
usc,2014,3,91,55,0,0
usc,2015,3,91,55,0,0
usc,2016,3,91,55,0,0
usc,2017,3,91,55,0,0
usc,2018,3,91,55,0,0
usc,2019,3,91,55,0,0
usc,1994,4,8,4,0,0
usc,1995,4,10,15,0,0
usc,1996,4,10,15,0,0
usc,1997,4,10,15,0,0
usc,1998,4,10,17,0,0
usc,1999,4,10,17,0,0
usc,2000,4,26,28,0,0
usc,2001,4,26,28,0,0
usc,2002,4,26,28,0,0
usc,2003,4,26,28,0,0
usc,2004,4,26,28,0,0
usc,2005,4,26,28,0,0
usc,2006,4,26,29,0,0
usc,2007,4,26,29,0,0
usc,2008,4,26,29,0,0
usc,2009,4,26,29,0,0
usc,2010,4,26,29,0,0
usc,2011,4,26,29,0,0
usc,2012,4,26,29,0,0
usc,2013,4,26,29,0,0
usc,2014,4,26,29,0,0
usc,2015,4,26,29,0,0
usc,2016,4,26,29,0,0
usc,2017,4,26,29,0,0
usc,2018,4,27,30,0,0
usc,2019,4,27,30,0,0
usc,1994,5,2123,400,0,0
usc,1995,5,2082,393,0,0
usc,1996,5,2163,394,0,0
usc,1997,5,2183,395,0,0
usc,1998,5,2264,424,0,0
usc,1999,5,2300,434,0,0
usc,2000,5,2364,444,0,0
usc,2001,5,2392,448,0,0
usc,2002,5,2410,467,0,0
usc,2003,5,2465,477,0,0
usc,2004,5,2550,496,0,0
usc,2005,5,2555,494,0,0
usc,2006,5,2561,497,0,0
usc,2007,5,2582,498,0,0
usc,2008,5,2607,500,0,0
usc,2009,5,2628,505,0,0
usc,2010,5,2662,496,0,0
usc,2011,5,2676,496,0,0
usc,2012,5,2750,502,0,0
usc,2013,5,2753,503,0,0
usc,2014,5,2774,509,0,0
usc,2015,5,2790,515,0,0
usc,2016,5,2814,517,0,0
usc,2017,5,2860,521,0,0
usc,2018,5,2876,532,0,0
usc,2019,5,2898,536,0,0
usc,1994,6,0,0,0,0
usc,1995,6,0,0,0,0
usc,1996,6,0,0,0,0
usc,1997,6,0,0,0,0
usc,1998,6,0,0,0,0
usc,1999,6,0,0,0,0
usc,2000,6,0,0,0,0
usc,2001,6,0,0,0,0
usc,2002,6,230,65,0,0
usc,2003,6,235,67,0,0
usc,2004,6,252,69,0,0
usc,2005,6,253,67,0,0
usc,2006,6,364,81,0,0
usc,2007,6,657,107,0,0
usc,2008,6,665,109,0,0
usc,2009,6,668,109,0,0
usc,2010,6,675,110,0,0
usc,2011,6,676,110,0,0
usc,2012,6,678,110,0,0
usc,2013,6,675,110,0,0
usc,2014,6,739,117,0,0
usc,2015,6,844,127,0,0
usc,2016,6,898,137,0,0
usc,2017,6,899,138,0,0
usc,2018,6,937,144,0,0
usc,2019,6,946,148,0,0
usc,1994,7,1423,221,0,0
usc,1995,7,2919,495,0,2
usc,1996,7,2965,393,0,2
usc,1997,7,2980,395,0,2
usc,1998,7,3068,416,0,2
usc,1999,7,3079,417,0,2
usc,2000,7,3341,516,0,2
usc,2001,7,3346,516,0,2
usc,2002,7,3690,558,0,2
usc,2003,7,3693,556,0,2
usc,2004,7,3650,565,0,2
usc,2005,7,3673,565,0,2
usc,2006,7,3672,565,0,2
usc,2007,7,3687,565,0,2
usc,2008,7,4048,628,0,2
usc,2009,7,4054,638,0,2
usc,2010,7,4107,652,0,2
usc,2011,7,4212,659,0,2
usc,2012,7,4222,664,0,2
usc,2013,7,4222,664,0,2
usc,2014,7,4542,672,0,2
usc,2015,7,4552,671,0,2
usc,2016,7,4566,671,0,2
usc,2017,7,4559,651,0,2
usc,2018,7,4736,684,0,2
usc,2019,7,4754,692,0,2
usc,1994,8,1040,140,0,0
usc,1995,8,1033,140,0,0
usc,1996,8,1379,212,0,0
usc,1997,8,1432,248,0,0
usc,1998,8,1474,245,0,0
usc,1999,8,1493,248,0,0
usc,2000,8,1652,259,0,5
usc,2001,8,1664,258,0,5
usc,2002,8,1749,263,0,5
usc,2003,8,1794,264,0,5
usc,2004,8,1827,266,0,5
usc,2005,8,1902,284,0,5
usc,2006,8,1899,282,0,5
usc,2007,8,1904,283,0,5
usc,2008,8,2001,307,0,5
usc,2009,8,2010,307,0,5
usc,2010,8,2011,307,0,5
usc,2011,8,2011,307,0,5
usc,2012,8,2011,307,0,5
usc,2013,8,2021,310,0,5
usc,2014,8,2019,310,0,5
usc,2015,8,2029,310,0,5
usc,2016,8,2027,310,0,5
usc,2017,8,2027,310,0,5
usc,2018,8,2027,310,0,5
usc,2019,8,2032,310,0,5
usc,1994,9,13,2,0,0
usc,1995,9,13,2,0,0
usc,1996,9,13,2,0,0
usc,1997,9,13,2,0,0
usc,1998,9,13,2,0,0
usc,1999,9,13,2,0,0
usc,2000,9,13,2,0,0
usc,2001,9,13,2,0,0
usc,2002,9,13,2,0,0
usc,2003,9,13,2,0,0
usc,2004,9,13,2,0,0
usc,2005,9,13,2,0,0
usc,2006,9,13,2,0,0
usc,2007,9,13,2,0,0
usc,2008,9,13,2,0,0
usc,2009,9,13,2,0,0
usc,2010,9,13,2,0,0
usc,2011,9,13,2,0,0
usc,2012,9,13,2,0,0
usc,2013,9,13,2,0,0
usc,2014,9,13,2,0,0
usc,2015,9,13,2,0,0
usc,2016,9,13,2,0,0
usc,2017,9,13,2,0,0
usc,2018,9,13,2,0,0
usc,2019,9,13,2,0,0
usc,1994,10,2515,440,0,2
usc,1995,10,2454,435,0,2
usc,1996,10,2500,471,0,2
usc,1997,10,2593,485,0,3
usc,1998,10,2653,492,0,3
usc,1999,10,2753,518,0,3
usc,2000,10,2868,556,0,3
usc,2001,10,2919,567,0,3
usc,2002,10,2995,560,0,3
usc,2003,10,3088,577,0,3
usc,2004,10,3215,592,0,9
usc,2005,10,3301,620,0,9
usc,2006,10,3444,643,0,10
usc,2007,10,3442,643,0,10
usc,2008,10,3550,669,0,10
usc,2009,10,3639,691,0,10
usc,2010,10,3740,662,0,10
usc,2011,10,3804,668,0,10
usc,2012,10,3858,691,0,10
usc,2013,10,3916,705,0,10
usc,2014,10,3959,705,0,10
usc,2015,10,4017,705,0,10
usc,2016,10,4167,739,0,10
usc,2017,10,4257,744,0,16
usc,2018,10,4377,749,0,16
usc,2019,10,4448,778,0,16
usc,1994,11,517,97,0,0
usc,1995,11,516,97,0,0
usc,1996,11,519,97,0,0
usc,1997,11,519,97,0,0
usc,1998,11,527,101,0,0
usc,1999,11,527,101,0,0
usc,2000,11,529,117,0,0
usc,2001,11,529,117,0,0
usc,2002,11,529,118,0,0
usc,2003,11,529,118,0,0
usc,2004,11,529,118,0,0
usc,2005,11,783,208,0,0
usc,2006,11,786,209,0,0
usc,2007,11,785,209,0,0
usc,2008,11,786,209,0,0
usc,2009,11,786,209,0,0
usc,2010,11,782,211,0,0
usc,2011,11,782,211,0,0
usc,2012,11,782,211,0,0
usc,2013,11,782,211,0,0
usc,2014,11,782,215,0,0
usc,2015,11,782,215,0,0
usc,2016,11,782,215,0,0
usc,2017,11,794,217,0,0
usc,2018,11,794,217,0,0
usc,2019,11,844,222,0,0
usc,1994,12,3424,683,0,5
usc,1995,12,3424,687,0,5
usc,1996,12,3438,690,0,5
usc,1997,12,3456,698,0,5
usc,1998,12,3550,707,0,5
usc,1999,12,3679,739,0,5
usc,2000,12,3707,737,0,5
usc,2001,12,3711,737,0,5
usc,2002,12,3728,739,0,5
usc,2003,12,3761,739,0,5
usc,2004,12,3773,740,0,5
usc,2005,12,3830,753,0,5
usc,2006,12,3846,718,0,5
usc,2007,12,3846,718,0,5
usc,2008,12,4042,760,0,3
usc,2009,12,4079,765,0,3
usc,2010,12,4746,884,0,3
usc,2011,12,4678,852,0,3
usc,2012,12,4740,866,0,3
usc,2013,12,4740,866,0,3
usc,2014,12,4755,867,0,3
usc,2015,12,4763,865,0,3
usc,2016,12,4765,864,0,4
usc,2017,12,4765,864,0,4
usc,2018,12,4734,859,0,4
usc,2019,12,4739,859,0,4
usc,1994,13,15,11,0,0
usc,1995,13,15,12,0,0
usc,1996,13,15,12,0,0
usc,1997,13,15,14,0,0
usc,1998,13,15,14,0,0
usc,1999,13,15,14,0,0
usc,2000,13,15,14,0,0
usc,2001,13,15,14,0,0
usc,2002,13,19,15,0,0
usc,2003,13,18,15,0,0
usc,2004,13,18,15,0,0
usc,2005,13,18,15,0,0
usc,2006,13,18,15,0,0
usc,2007,13,18,15,0,0
usc,2008,13,18,15,0,0
usc,2009,13,18,15,0,0
usc,2010,13,18,15,0,0
usc,2011,13,18,15,0,0
usc,2012,13,18,15,0,0
usc,2013,13,18,15,0,0
usc,2014,13,18,15,0,0
usc,2015,13,18,15,0,0
usc,2016,13,18,15,0,0
usc,2017,13,18,15,0,0
usc,2018,13,18,15,0,0
usc,2019,13,19,15,0,0
usc,1994,14,133,23,0,0
usc,1995,14,133,23,0,0
usc,1996,14,156,31,0,0
usc,1997,14,156,31,0,0
usc,1998,14,157,31,0,0
usc,1999,14,156,31,0,0
usc,2000,14,158,30,0,0
usc,2001,14,158,30,0,0
usc,2002,14,174,34,0,0
usc,2003,14,174,34,0,0
usc,2004,14,178,35,0,0
usc,2005,14,179,35,0,0
usc,2006,14,189,34,0,0
usc,2007,14,189,34,0,0
usc,2008,14,189,34,0,0
usc,2009,14,189,34,0,0
usc,2010,14,200,38,0,0
usc,2011,14,200,38,0,0
usc,2012,14,214,41,0,0
usc,2013,14,214,41,0,0
usc,2014,14,237,43,0,0
usc,2015,14,237,43,0,0
usc,2016,14,249,46,0,0
usc,2017,14,249,46,0,0
usc,2018,14,267,50,0,0
usc,2019,14,267,50,0,0
usc,1994,15,3502,449,0,3
usc,1995,15,3587,460,0,3
usc,1996,15,3727,487,0,3
usc,1997,15,3758,492,0,3
usc,1998,15,3819,496,0,3
usc,1999,15,4006,516,0,3
usc,2000,15,4267,585,0,4
usc,2001,15,4297,607,0,4
usc,2002,15,4462,625,0,4
usc,2003,15,4667,652,0,4
usc,2004,15,4754,675,0,4
usc,2005,15,4742,679,0,4
usc,2006,15,4823,691,0,4
usc,2007,15,4881,698,0,4
usc,2008,15,5090,721,0,7
usc,2009,15,5134,724,0,7
usc,2010,15,5442,770,0,7
usc,2011,15,5540,765,0,7
usc,2012,15,5679,784,0,7
usc,2013,15,5679,784,0,7
usc,2014,15,5695,790,0,7
usc,2015,15,5744,782,0,7
usc,2016,15,5882,807,0,7
usc,2017,15,5917,812,0,7
usc,2018,15,6030,821,0,7
usc,2019,15,6067,824,0,7
usc,1994,16,4937,1802,0,2
usc,1995,16,4937,1803,0,2
usc,1996,16,5001,1835,0,2
usc,1997,16,5036,1865,0,2
usc,1998,16,5148,1884,0,2
usc,1999,16,5143,1884,0,2
usc,2000,16,5414,1985,0,2
usc,2001,16,5414,1987,0,2
usc,2002,16,5442,1973,0,2
usc,2003,16,5554,2025,0,2
usc,2004,16,5627,2030,0,2
usc,2005,16,5707,2032,0,2
usc,2006,16,5815,2040,0,2
usc,2007,16,5826,2040,0,2
usc,2008,16,5937,2052,0,3
usc,2009,16,6061,2067,0,3
usc,2010,16,6060,2090,0,3
usc,2011,16,6061,2091,0,3
usc,2012,16,6067,2091,0,3
usc,2013,16,6072,2091,0,3
usc,2014,16,5995,1790,0,3
usc,2015,16,6019,1794,0,3
usc,2016,16,6067,1809,0,3
usc,2017,16,6074,1818,0,3
usc,2018,16,6215,1829,0,3
usc,2019,16,6364,1834,0,3
usc,1994,17,280,59,0,0
usc,1995,17,331,69,0,0
usc,1996,17,331,70,0,0
usc,1997,17,336,68,0,0
usc,1998,17,387,73,0,0
usc,1999,17,411,82,0,0
usc,2000,17,411,86,0,0
usc,2001,17,411,86,0,0
usc,2002,17,429,89,0,0
usc,2003,17,429,89,0,0
usc,2004,17,485,106,0,0
usc,2005,17,487,106,0,0
usc,2006,17,490,106,0,0
usc,2007,17,490,106,0,0
usc,2008,17,499,105,0,0
usc,2009,17,499,105,0,0
usc,2010,17,495,111,0,0
usc,2011,17,495,111,0,0
usc,2012,17,495,111,0,0
usc,2013,17,495,111,0,0
usc,2014,17,497,112,0,0
usc,2015,17,497,112,0,0
usc,2016,17,497,112,0,0
usc,2017,17,497,112,0,0
usc,2018,17,564,115,0,0
usc,2019,17,555,111,0,0
usc,1994,18,1130,357,0,3
usc,1995,18,1126,357,0,3
usc,1996,18,1286,395,0,4
usc,1997,18,1295,400,0,4
usc,1998,18,1342,415,0,4
usc,1999,18,1348,415,0,4
usc,2000,18,1393,423,0,4
usc,2001,18,1468,437,0,5
usc,2002,18,1526,459,0,4
usc,2003,18,1586,452,0,4
usc,2004,18,1646,482,0,4
usc,2005,18,1666,490,0,4
usc,2006,18,1821,532,0,4
usc,2007,18,1832,541,0,4
usc,2008,18,1877,555,0,4
usc,2009,18,1889,557,0,4
usc,2010,18,1917,571,0,4
usc,2011,18,1917,571,0,4
usc,2012,18,1941,575,0,4
usc,2013,18,1950,577,0,4
usc,2014,18,1967,591,0,4
usc,2015,18,2017,598,0,4
usc,2016,18,2036,608,0,4
usc,2017,18,2038,611,0,4
usc,2018,18,2207,662,0,4
usc,2019,18,2207,660,0,4
usc,1994,19,1795,217,0,8
usc,1995,19,1788,216,0,8
usc,1996,19,1791,215,0,8
usc,1997,19,1792,215,0,8
usc,1998,19,1794,211,0,8
usc,1999,19,1791,214,0,8
usc,2000,19,1845,216,0,9
usc,2001,19,1845,216,0,9
usc,2002,19,1984,240,0,9
usc,2003,19,1989,258,0,9
usc,2004,19,2001,266,0,9
usc,2005,19,2073,273,0,9
usc,2006,19,2101,269,0,9
usc,2007,19,2098,269,0,9
usc,2008,19,2183,293,0,9
usc,2009,19,2278,295,0,9
usc,2010,19,2276,295,0,9
usc,2011,19,2244,320,0,9
usc,2012,19,2250,323,0,9
usc,2013,19,2250,323,0,9
usc,2014,19,2182,317,0,9
usc,2015,19,2293,338,0,9
usc,2016,19,2460,360,0,9
usc,2017,19,2460,360,0,9
usc,2018,19,2471,364,0,9
usc,2019,19,2478,364,0,9
usc,1994,20,3371,276,0,84
usc,1995,20,3365,276,0,84
usc,1996,20,3243,270,0,84
usc,1997,20,3303,274,0,81
usc,1998,20,3103,292,0,60
usc,1999,20,3063,301,0,62
usc,2000,20,3151,298,0,65
usc,2001,20,3587,313,0,82
usc,2002,20,3621,331,0,81
usc,2003,20,3636,331,0,81
usc,2004,20,3789,347,0,78
usc,2005,20,3777,346,0,78
usc,2006,20,3742,336,0,81
usc,2007,20,3890,354,0,81
usc,2008,20,4365,380,0,91
usc,2009,20,4397,386,0,91
usc,2010,20,4416,383,0,90
usc,2011,20,4421,383,0,90
usc,2012,20,4402,381,0,90
usc,2013,20,4395,381,0,90
usc,2014,20,4437,392,0,90
usc,2015,20,4038,366,0,70
usc,2016,20,4026,364,0,69
usc,2017,20,4029,364,0,69
usc,2018,20,4038,368,0,72
usc,2019,20,4088,365,0,73
usc,1994,21,1079,97,0,0
usc,1995,21,1079,97,0,0
usc,1996,21,1136,122,0,0
usc,1997,21,1280,127,0,0
usc,1998,21,1346,128,0,0
usc,1999,21,1366,131,0,0
usc,2000,21,1396,134,0,0
usc,2001,21,1399,134,0,0
usc,2002,21,1464,117,0,0
usc,2003,21,1525,123,0,0
usc,2004,21,1602,124,0,0
usc,2005,21,1608,123,0,0
usc,2006,21,1665,125,0,0
usc,2007,21,1808,142,0,0
usc,2008,21,1874,147,0,0
usc,2009,21,1999,158,0,1
usc,2010,21,2172,171,0,3
usc,2011,21,2175,171,0,3
usc,2012,21,2396,204,0,6
usc,2013,21,2552,221,0,6
usc,2014,21,2646,226,0,6
usc,2015,21,2664,233,0,6
usc,2016,21,2848,274,0,6
usc,2017,21,2960,315,0,6
usc,2018,21,3024,326,0,6
usc,2019,21,3100,340,0,6
usc,1994,22,2460,448,0,4
usc,1995,22,2446,445,0,4
usc,1996,22,2568,444,0,4
usc,1997,22,2590,461,0,4
usc,1998,22,2799,477,0,4
usc,1999,22,2852,490,0,4
usc,2000,22,2983,523,0,4
usc,2001,22,2991,523,0,4
usc,2002,22,3067,549,0,4
usc,2003,22,3145,563,0,4
usc,2004,22,3250,574,0,4
usc,2005,22,3271,580,0,4
usc,2006,22,3346,581,0,4
usc,2007,22,3350,585,0,4
usc,2008,22,3398,595,0,4
usc,2009,22,3454,610,0,4
usc,2010,22,3543,642,0,7
usc,2011,22,3552,646,0,8
usc,2012,22,3738,692,0,8
usc,2013,22,3751,696,0,8
usc,2014,22,3838,704,0,11
usc,2015,22,3897,693,0,11
usc,2016,22,4024,709,0,16
usc,2017,22,4136,736,0,16
usc,2018,22,4190,737,0,16
usc,2019,22,4213,751,0,18
usc,1994,23,318,91,0,2
usc,1995,23,322,103,0,2
usc,1996,23,322,103,0,2
usc,1997,23,322,103,0,2
usc,1998,23,383,101,0,4
usc,1999,23,385,103,0,4
usc,2000,23,385,104,0,4
usc,2001,23,386,105,0,4
usc,2002,23,385,106,0,4
usc,2003,23,386,105,0,4
usc,2004,23,386,105,0,4
usc,2005,23,510,133,0,5
usc,2006,23,510,136,0,5
usc,2007,23,511,136,0,5
usc,2008,23,513,136,0,5
usc,2009,23,513,136,0,5
usc,2010,23,513,132,0,5
usc,2011,23,513,132,0,5
usc,2012,23,571,117,0,1
usc,2013,23,571,117,0,1
usc,2014,23,570,114,0,1
usc,2015,23,676,151,0,1
usc,2016,23,683,151,0,1
usc,2017,23,683,151,0,1
usc,2018,23,685,152,0,1
usc,2019,23,686,152,0,1
usc,1994,24,83,5,0,1
usc,1995,24,83,5,0,1
usc,1996,24,84,5,0,1
usc,1997,24,82,5,0,1
usc,1998,24,81,5,0,1
usc,1999,24,82,5,0,1
usc,2000,24,78,5,0,1
usc,2001,24,74,5,0,1
usc,2002,24,74,5,0,1
usc,2003,24,74,5,0,1
usc,2004,24,74,5,0,1
usc,2005,24,74,5,0,1
usc,2006,24,74,5,0,1
usc,2007,24,74,5,0,1
usc,2008,24,75,5,0,1
usc,2009,24,78,5,0,1
usc,2010,24,76,5,0,1
usc,2011,24,74,5,0,1
usc,2012,24,74,5,0,1
usc,2013,24,74,5,0,1
usc,2014,24,74,5,0,1
usc,2015,24,74,5,0,1
usc,2016,24,74,5,0,1
usc,2017,24,74,5,0,1
usc,2018,24,75,5,0,1
usc,2019,24,75,5,0,1
usc,1994,25,1722,394,0,1
usc,1995,25,1723,394,0,1
usc,1996,25,1804,397,0,1
usc,1997,25,1809,397,0,1
usc,1998,25,1830,396,0,1
usc,1999,25,1831,396,0,1
usc,2000,25,2038,420,0,1
usc,2001,25,2083,416,0,1
usc,2002,25,2108,424,0,1
usc,2003,25,2108,424,0,1
usc,2004,25,2133,432,0,1
usc,2005,25,2136,434,0,1
usc,2006,25,2150,440,0,1
usc,2007,25,2154,440,0,1
usc,2008,25,2224,445,0,1
usc,2009,25,2222,445,0,1
usc,2010,25,2285,460,0,1
usc,2011,25,2285,460,0,1
usc,2012,25,2287,460,0,1
usc,2013,25,2294,461,0,1
usc,2014,25,2298,462,0,1
usc,2015,25,2298,462,0,2
usc,2016,25,1442,273,0,2
usc,2017,25,1458,275,0,2
usc,2018,25,1474,306,0,2
usc,2019,25,1474,306,0,2
usc,1994,26,10771,954,0,10
usc,1995,26,10767,954,0,10
usc,1996,26,11109,972,0,12
usc,1997,26,11852,1020,0,15
usc,1998,26,12018,1044,0,15
usc,1999,26,12038,1044,0,15
